"","title","date","author","year","day","month","month.num","date.comb","date.format"
"8297","Plot Animation with Imported Images","October 10, 2011","Kay Cichini",2011,10,"October",10,"2011-10-10",2011-10-10
"8298","How can you do a smart job getting data from internet?","October 9, 2011","Daniel",2011,9,"October",10,"2011-10-9",2011-10-09
"8299","The Skills of a Data Miner","October 9, 2011","Ram",2011,9,"October",10,"2011-10-9",2011-10-09
"8300","Equality of Covariances Matrices Test in R (varcomp)","October 9, 2011","fernandohrosa",2011,9,"October",10,"2011-10-9",2011-10-09
"8301","understanding computational Bayesian statistics","October 9, 2011","xi'an",2011,9,"October",10,"2011-10-9",2011-10-09
"8302","Sphericity Test for Covariance Matrices in R (sphericity.test)","October 9, 2011","fernandohrosa",2011,9,"October",10,"2011-10-9",2011-10-09
"8303","Operating on datasets inside a function","October 9, 2011","Luis",2011,9,"October",10,"2011-10-9",2011-10-09
"8304","Open Street maps","October 8, 2011","Ian",2011,8,"October",10,"2011-10-8",2011-10-08
"8305","Performance difference between Stata and R","October 8, 2011","Shige",2011,8,"October",10,"2011-10-8",2011-10-08
"8306","Some light data munging with R, with an application to ranking NFL Teams","October 8, 2011","John Horton",2011,8,"October",10,"2011-10-8",2011-10-08
"8307","Visualizing GIS data with R and Open Street Map","October 8, 2011","gerhi",2011,8,"October",10,"2011-10-8",2011-10-08
"8308","A brief idea of style","October 8, 2011","Luis",2011,8,"October",10,"2011-10-8",2011-10-08
"8309","Using Sweave","October 8, 2011","George",2011,8,"October",10,"2011-10-8",2011-10-08
"8310","R Graph Gallery widget in R Bloggers","October 8, 2011","romain francois",2011,8,"October",10,"2011-10-8",2011-10-08
"8311","Risk, Return and Analyst Ratings","October 7, 2011","systematicinvestor",2011,7,"October",10,"2011-10-7",2011-10-07
"8312","Because it’s Friday: Reviews of Random Digits","October 7, 2011","David Smith",2011,7,"October",10,"2011-10-7",2011-10-07
"8313","All combinations for levelplot","October 7, 2011","Luis",2011,7,"October",10,"2011-10-7",2011-10-07
"8314","In case you missed it: September Roundup","October 7, 2011","David Smith",2011,7,"October",10,"2011-10-7",2011-10-07
"8315","R Workshop: Reading in Large Data Frames","October 7, 2011","rdpeng",2011,7,"October",10,"2011-10-7",2011-10-07
"8316","When Wellington meets the “animation” package","October 7, 2011","xingmowang",2011,7,"October",10,"2011-10-7",2011-10-07
"8317","FFT / Power Spectrum Box-and-Whisker Plot with Gggplot2","October 6, 2011","xi'an",2011,6,"October",10,"2011-10-6",2011-10-06
"8318","Visualizing Tables with plot.table","October 6, 2011","systematicinvestor",2011,6,"October",10,"2011-10-6",2011-10-06
"8319","Assumptions of the Linear Model","October 6, 2011","danhocking",2011,6,"October",10,"2011-10-6",2011-10-06
"8320","Bat Country","October 6, 2011","xi'an",2011,6,"October",10,"2011-10-6",2011-10-06
"8321","Webinar Oct 13: Successful uses of R in Banking","October 6, 2011","David Smith",2011,6,"October",10,"2011-10-6",2011-10-06
"8322","Efficient Frontier of Buy-Hold and Tactical System","October 6, 2011","klr",2011,6,"October",10,"2011-10-6",2011-10-06
"8323","Spatiotemporal Data Mining: 2","October 6, 2011","Intelligent Trading",2011,6,"October",10,"2011-10-6",2011-10-06
"8324","On R versus SAS","October 6, 2011","Luis",2011,6,"October",10,"2011-10-6",2011-10-06
"8325","A Work of Art: Efron on Bayesian Inference","October 6, 2011","Joseph Rickert",2011,6,"October",10,"2011-10-6",2011-10-06
"8326","R talk on regular expressions (regex)","October 6, 2011","Scott Chamberlain",2011,6,"October",10,"2011-10-6",2011-10-06
"8327","R: Preparing balanced stimuli lists for a psychological experiment","October 6, 2011","expansed",2011,6,"October",10,"2011-10-6",2011-10-06
"8328","R Workshop","October 6, 2011","rdpeng",2011,6,"October",10,"2011-10-6",2011-10-06
"8329","Do cents follow Benford’s Law?","October 5, 2011","dan",2011,5,"October",10,"2011-10-5",2011-10-05
"8330","New R-generated Video:  Has StackOverflow Posting Behavior Changed Over Time?","October 5, 2011","Ethan Brown",2011,5,"October",10,"2011-10-5",2011-10-05
"8331","Linear regression with correlated data","October 5, 2011","Luis",2011,5,"October",10,"2011-10-5",2011-10-05
"8332","Slides and replay for ""Backtesting FINRA’s Limit Up/Down Rules"" available","October 5, 2011","David Smith",2011,5,"October",10,"2011-10-5",2011-10-05
"8333","Hot Spot Mapping in R: Illustrating Relative Seasonal Risk","October 5, 2011","john.nelson",2011,5,"October",10,"2011-10-5",2011-10-05
"8334","Calling Google Maps API from R","October 5, 2011","Pierre Jacob",2011,5,"October",10,"2011-10-5",2011-10-05
"8335","New release with Batch processing","October 5, 2011","Markus (cloudnumbers.com)",2011,5,"October",10,"2011-10-5",2011-10-05
"8336","Modelling with R: part 3","October 5, 2011","MK",2011,5,"October",10,"2011-10-5",2011-10-05
"8337","Drawing maps using shapefiles and R","October 4, 2011","Daniel",2011,4,"October",10,"2011-10-4",2011-10-04
"8338","Interactive charts with googleVis package and R","October 4, 2011","Yanchang Zhao",2011,4,"October",10,"2011-10-4",2011-10-04
"8339","GEE using Stata vs. R","October 4, 2011","Shige",2011,4,"October",10,"2011-10-4",2011-10-04
"8340","Introduction to PloTA library in the Systematic Investor Toolbox","October 4, 2011","systematicinvestor",2011,4,"October",10,"2011-10-4",2011-10-04
"8341","Bayesian Computation with R – Albert (2009)","October 4, 2011","bryan",2011,4,"October",10,"2011-10-4",2011-10-04
"8343","Combining Base+Grid Graphics","October 4, 2011","dylan",2011,4,"October",10,"2011-10-4",2011-10-04
"8344","Simple time series plot using R : Part 2","October 4, 2011","""We think therefore we R""",2011,4,"October",10,"2011-10-4",2011-10-04
"8345","permute: a package for generating restricted permutations","October 4, 2011","ucfagls",2011,4,"October",10,"2011-10-4",2011-10-04
"8346","Calculating and graphing within-subject confidence intervals for ANOVA","October 4, 2011","Thom Baguley",2011,4,"October",10,"2011-10-4",2011-10-04
"8347","Example 9.8: New stuff in SAS 9.3– Bayesian random effects models in Proc MCMC","October 4, 2011","Ken Kleinman",2011,4,"October",10,"2011-10-4",2011-10-04
"8348","Tutorial on using the  rworldmap package","October 4, 2011","xingmowang",2011,4,"October",10,"2011-10-4",2011-10-04
"8349","permute: a package for generating restricted permutations","October 4, 2011","Gavin L. Simpson",2011,4,"October",10,"2011-10-4",2011-10-04
"8350","How to show explained variance in a multilevel model","October 3, 2011","Daniel",2011,3,"October",10,"2011-10-3",2011-10-03
"8351","Oracle’s Big Data Appliance to include R","October 3, 2011","David Smith",2011,3,"October",10,"2011-10-3",2011-10-03
"8352","Visualizing Climbing Ropes","October 3, 2011","gastonsanchez",2011,3,"October",10,"2011-10-3",2011-10-03
"8353","The four steps to publication-grade graphics in R","October 3, 2011","gerhi",2011,3,"October",10,"2011-10-3",2011-10-03
"8354","OLS beta VS. Robust beta","October 3, 2011","Eran",2011,3,"October",10,"2011-10-3",2011-10-03
"8355","Twitter updates on R Graph Gallery","October 3, 2011","romain francois",2011,3,"October",10,"2011-10-3",2011-10-03
"8356","Predictability of kurtosis and skewness in S&P constituents","October 3, 2011","Pat",2011,3,"October",10,"2011-10-3",2011-10-03
"8357","Model Exploration using K-sample Plot in Big Data","October 3, 2011","isseing333",2011,3,"October",10,"2011-10-3",2011-10-03
"8358","Visual Illusions: Google vs Facebook vs Yahoo","October 3, 2011","Neil Gunther",2011,3,"October",10,"2011-10-3",2011-10-03
"8359","Jeff Augen Volatility Spike Code in R","October 2, 2011","Pete",2011,2,"October",10,"2011-10-2",2011-10-02
"8360","Adding a volatility filter with VIX","October 2, 2011","Pete",2011,2,"October",10,"2011-10-2",2011-10-02
"8361","vectorplot in rasterVis","October 2, 2011","Oscar Perpiñán Lamigueiro",2011,2,"October",10,"2011-10-2",2011-10-02
"8362","Modelling with R: part 2","October 2, 2011","MK",2011,2,"October",10,"2011-10-2",2011-10-02
"8363","Latent class mixed models – with graphics","October 2, 2011","nzcoops",2011,2,"October",10,"2011-10-2",2011-10-02
"8364","Let R fly: Visualizing Export Data using R","October 2, 2011","xingmowang",2011,2,"October",10,"2011-10-2",2011-10-02
"8365","Overhead cost of a function call","October 1, 2011","TszKin Julian",2011,1,"October",10,"2011-10-1",2011-10-01
"8366","Updated examples that combine Rcpp and CppBugs","October 1, 2011","Shige",2011,1,"October",10,"2011-10-1",2011-10-01
"8367","Reminder: One week til Rcpp class in San Francisco","October 1, 2011","Thinking inside the box",2011,1,"October",10,"2011-10-1",2011-10-01
"8368","Dollars and cents: How are you at estimating the total bill?","September 30, 2011","dan",2011,30,"September",9,"2011-9-30",2011-09-30
"8369","R Graph Gallery – Donations Welcome","September 30, 2011","romain francois",2011,30,"September",9,"2011-9-30",2011-09-30
"8370","Difficult Month for One of My Best Ideas","September 30, 2011","klr",2011,30,"September",9,"2011-9-30",2011-09-30
"8371","ttrTests This is a Test Test 3:Data Snoopy","September 30, 2011","klr",2011,30,"September",9,"2011-9-30",2011-09-30
"8372","R tutorial on visualizations/graphics","September 30, 2011","Scott Chamberlain",2011,30,"September",9,"2011-9-30",2011-09-30
"8373","R 2.13.2 released","September 30, 2011","David Smith",2011,30,"September",9,"2011-9-30",2011-09-30
"8374","Rcpp 0.9.7","September 30, 2011","Thinking inside the box",2011,30,"September",9,"2011-9-30",2011-09-30
"8375","Microfinance Map of India – another go…","September 30, 2011","Thiemo Fetzer",2011,30,"September",9,"2011-9-30",2011-09-30
"8376","Monitoring Productivity II – the Others","September 30, 2011","al3xandr3",2011,30,"September",9,"2011-9-30",2011-09-30
"8377","Setting the initial view of a motion chart in R","September 30, 2011","mages",2011,30,"September",9,"2011-9-30",2011-09-30
"8378","Customizing your .rprofile","September 29, 2011","Karthik Ram",2011,29,"September",9,"2011-9-29",2011-09-29
"8379","Modelling with R: part 1","September 29, 2011","MK",2011,29,"September",9,"2011-9-29",2011-09-29
"8380","Obama 2012 campaigning with analytics","September 29, 2011","David Smith",2011,29,"September",9,"2011-9-29",2011-09-29
"8381","Googling Bayes’ pictures","September 29, 2011","Julyan Arbel",2011,29,"September",9,"2011-9-29",2011-09-29
"8382","A brief introduction to R for SAS and SPSS users","September 29, 2011","David Smith",2011,29,"September",9,"2011-9-29",2011-09-29
"8383","Connect JAVA to R part 2","September 29, 2011","George",2011,29,"September",9,"2011-9-29",2011-09-29
"8384","Paired sample t-test in R","September 28, 2011","heuristicandrew",2011,28,"September",9,"2011-9-28",2011-09-28
"8385","ttrTests This is a Test–Test 1 and Test 2","September 28, 2011","klr",2011,28,"September",9,"2011-9-28",2011-09-28
"8386","The R Graph Gallery goes social","September 28, 2011","David Smith",2011,28,"September",9,"2011-9-28",2011-09-28
"8387","Is the “Long Tail” a Useless Concept?","September 28, 2011","Ron Pearson (aka TheNoodleDoodler)",2011,28,"September",9,"2011-9-28",2011-09-28
"8388","Data Science: a literature review","September 28, 2011","David Smith",2011,28,"September",9,"2011-9-28",2011-09-28
"8389","Polyploidy in sugarcane","September 28, 2011","Gregor Gorjanc",2011,28,"September",9,"2011-9-28",2011-09-28
"8390","Bessel integral","September 28, 2011","xi'an",2011,28,"September",9,"2011-9-28",2011-09-28
"8391","Using transparency for data count intuition","September 27, 2011","bridgewater",2011,27,"September",9,"2011-9-27",2011-09-27
"8392","World Tourism Day, and Google Public Data Explore","September 27, 2011","Julyan Arbel",2011,27,"September",9,"2011-9-27",2011-09-27
"8393","Five new local R user groups","September 27, 2011","David Smith",2011,27,"September",9,"2011-9-27",2011-09-27
"8394","Tikz Introduction","September 27, 2011","Ralph",2011,27,"September",9,"2011-9-27",2011-09-27
"8395","Basic line chart with ggplot2","September 27, 2011","heuristicandrew",2011,27,"September",9,"2011-9-27",2011-09-27
"8396","Ghastly R code","September 27, 2011","Karl Broman",2011,27,"September",9,"2011-9-27",2011-09-27
"8397","Project Euler: problem 6","September 27, 2011","MK",2011,27,"September",9,"2011-9-27",2011-09-27
"8398","Example 9.7: New stuff in SAS 9.3– Frailty models","September 27, 2011","Ken Kleinman",2011,27,"September",9,"2011-9-27",2011-09-27
"8399","Obama recruiting analysts and R is one preferred skill","September 27, 2011","Yanchang Zhao",2011,27,"September",9,"2011-9-27",2011-09-27
"8400","Time series equivalence of brains and markets","September 27, 2011","Pat",2011,27,"September",9,"2011-9-27",2011-09-27
"8401","Hipster programming languages","September 26, 2011","Christopher Bare",2011,26,"September",9,"2011-9-26",2011-09-26
"8402","Revolution Analytics partners with Cloudera","September 26, 2011","David Smith",2011,26,"September",9,"2011-9-26",2011-09-26
"8403","ttrTests: Its Great Thesis and Incredible Potential","September 26, 2011","klr",2011,26,"September",9,"2011-9-26",2011-09-26
"8404","workshop in Columbia [day 3]","September 26, 2011","xi'an",2011,26,"September",9,"2011-9-26",2011-09-26
"8405","Using Inkscape to Post-edit Labels in R Graphs","September 26, 2011","Carlisle Rainey",2011,26,"September",9,"2011-9-26",2011-09-26
"8406","Gamified","September 26, 2011","Karl Broman",2011,26,"September",9,"2011-9-26",2011-09-26
"8407","Visualizing Sampling Distributions","September 25, 2011","bayesianbiologist",2011,25,"September",9,"2011-9-25",2011-09-25
"8408","Accessing and plotting World Bank data with R","September 25, 2011","mages",2011,25,"September",9,"2011-9-25",2011-09-25
"8409","rrdf 1.5: Accessing SMW SPARQL end points behind LDAP authentication","September 25, 2011","Egon Willighagen",2011,25,"September",9,"2011-9-25",2011-09-25
"8410","Arc Diagram and spatiotemporal data mining visualization","September 23, 2011","Intelligent Trading",2011,23,"September",9,"2011-9-23",2011-09-23
"8411","Nice Species Distribution Maps with GBIF-Data in R","September 23, 2011","Kay Cichini",2011,23,"September",9,"2011-9-23",2011-09-23
"8412","Data Visualization doesn’t need to be biased","September 23, 2011","David Smith",2011,23,"September",9,"2011-9-23",2011-09-23
"8413","Kaggle on TV","September 22, 2011","Rob J Hyndman",2011,22,"September",9,"2011-9-22",2011-09-22
"8414","craps 0.1","September 22, 2011","hawkhandler",2011,22,"September",9,"2011-9-22",2011-09-22
"8415","Facebook page about the Graph Gallery","September 22, 2011","romain francois",2011,22,"September",9,"2011-9-22",2011-09-22
"8416","Are new SEC rules enough to prevent another Flash Crash?","September 22, 2011","David Smith",2011,22,"September",9,"2011-9-22",2011-09-22
"8417","Slides and replay from ""R and Hadoop"" webinar","September 21, 2011","David Smith",2011,21,"September",9,"2011-9-21",2011-09-21
"8418","Go vector or go home","September 21, 2011","ezpz",2011,21,"September",9,"2011-9-21",2011-09-21
"8419","digest 0.5.1","September 21, 2011","Thinking inside the box",2011,21,"September",9,"2011-9-21",2011-09-21
"8420","Strangeloop 2011 Day 2","September 21, 2011","davekincaid",2011,21,"September",9,"2011-9-21",2011-09-21
"8421","Handbook of Markov chain Monte Carlo","September 21, 2011","xi'an",2011,21,"September",9,"2011-9-21",2011-09-21
"8422","More facebook and google plus on the Graph Gallery","September 21, 2011","romain francois",2011,21,"September",9,"2011-9-21",2011-09-21
"8423","Simple plot using R","September 21, 2011","""We think therefore we R""",2011,21,"September",9,"2011-9-21",2011-09-21
"8424","Project Euler: problem 3","September 21, 2011","MK",2011,21,"September",9,"2011-9-21",2011-09-21
"8425","Variogram fit with RPanel","September 21, 2011","Fabio Veronesi",2011,21,"September",9,"2011-9-21",2011-09-21
"8426","A Note on Antoniak’s Approximation for Dirichlet Processes","September 21, 2011","BioStatMatt",2011,21,"September",9,"2011-9-21",2011-09-21
"8427","Solvency 2 WordCloud","September 21, 2011","Phil Joubert",2011,21,"September",9,"2011-9-21",2011-09-21
"8428","Example 9.6: Model comparison plots (Completed)","September 21, 2011","Ken Kleinman",2011,21,"September",9,"2011-9-21",2011-09-21
"8429","Density exploration and Wang-Landau algorithms [with R package]","September 21, 2011","Pierre Jacob",2011,21,"September",9,"2011-9-21",2011-09-21
"8430","Climate Reference Network:  package crn 1.0","September 20, 2011","Steven Mosher",2011,20,"September",9,"2011-9-20",2011-09-20
"8431","Children height and blood pressure z-scores","September 20, 2011","nzcoops",2011,20,"September",9,"2011-9-20",2011-09-20
"8432","Facebook like button in Graph Gallery","September 20, 2011","romain francois",2011,20,"September",9,"2011-9-20",2011-09-20
"8433","Recession forecasting III: A Better Naive Forecast","September 20, 2011","Zach Mayer",2011,20,"September",9,"2011-9-20",2011-09-20
"8434","Package ‘intergraph’ (1.1-0) released!","September 20, 2011","Michal",2011,20,"September",9,"2011-9-20",2011-09-20
"8435","StackExchange and CrossValidated: An Epidemiologist’s Review","September 20, 2011","EpiGrad",2011,20,"September",9,"2011-9-20",2011-09-20
"8436","Use of Classification Trees to Investigate Traits of Invasive Species","September 20, 2011","Kay Cichini",2011,20,"September",9,"2011-9-20",2011-09-20
"8437","Cricket All Round Performances","September 19, 2011","Ralph",2011,19,"September",9,"2011-9-19",2011-09-19
"8438","About commercial publishers","September 19, 2011","xi'an",2011,19,"September",9,"2011-9-19",2011-09-19
"8439","Using jri to connect JAVA to R","September 19, 2011","George",2011,19,"September",9,"2011-9-19",2011-09-19
"8440","R 2.14 to be released on October 31; R 2.13 patch on September 13","September 19, 2011","David Smith",2011,19,"September",9,"2011-9-19",2011-09-19
"8441","Appendable saving in R","September 19, 2011","mbq",2011,19,"September",9,"2011-9-19",2011-09-19
"8442","Three free books for better programming in R (and any other language)","September 19, 2011","Jason",2011,19,"September",9,"2011-9-19",2011-09-19
"8443","rgdal + raster + RCurl = My next package","September 18, 2011","Steven Mosher",2011,18,"September",9,"2011-9-18",2011-09-18
"8444","DTW: dynamic time warping <U+52A8><U+6001><U+65F6><U+95F4><U+89C4><U+6574>","September 18, 2011","Xianjun Dong",2011,18,"September",9,"2011-9-18",2011-09-18
"8445","Map the distribution of your sample by geolocating ip addresses or zip codes","September 18, 2011","Solomon",2011,18,"September",9,"2011-9-18",2011-09-18
"8446","Implementation of the CDC Growth Charts in R","September 17, 2011","Todos Logos",2011,17,"September",9,"2011-9-17",2011-09-17
"8447","Bayesian Models with Censored Data: A comparison of OLS, tobit and bayesian models","September 17, 2011","Matt Bogard",2011,17,"September",9,"2011-9-17",2011-09-17
"8448","The Long Tail of the Pareto Distribution","September 17, 2011","Ron Pearson (aka TheNoodleDoodler)",2011,17,"September",9,"2011-9-17",2011-09-17
"8449","littler 0.1.5","September 17, 2011","Thinking inside the box",2011,17,"September",9,"2011-9-17",2011-09-17
"8450","UK R Courses – 2012","September 17, 2011","csgillespie",2011,17,"September",9,"2011-9-17",2011-09-17
"8451","Introduction to Beamer","September 17, 2011","MK",2011,17,"September",9,"2011-9-17",2011-09-17
"8452","Elements of Bayesian Econometrics","September 16, 2011","Matt Bogard",2011,16,"September",9,"2011-9-16",2011-09-16
"8453","ifelse function in R only returns the first element","September 16, 2011","Xianjun Dong",2011,16,"September",9,"2011-9-16",2011-09-16
"8454","R in the insurance industry","September 16, 2011","mages",2011,16,"September",9,"2011-9-16",2011-09-16
"8455","How to extract time series from large timestamped logs with R","September 16, 2011","David Smith",2011,16,"September",9,"2011-9-16",2011-09-16
"8456","Backtesting Part 2: Splits, Dividends, Trading Costs and Log Plots","September 16, 2011","Zach Mayer",2011,16,"September",9,"2011-9-16",2011-09-16
"8457","Beta and expected returns","September 16, 2011","Pat",2011,16,"September",9,"2011-9-16",2011-09-16
"8458","A multidimensional “which” function","September 16, 2011","mark",2011,16,"September",9,"2011-9-16",2011-09-16
"8459","A multidimensional ""which"" function","September 16, 2011","Mark van der Loo",2011,16,"September",9,"2011-9-16",2011-09-16
"8460","Soil-Landscape Block Diagrams in SoilWeb","September 16, 2011","dylan",2011,16,"September",9,"2011-9-16",2011-09-16
"8461","Always put comments in your code!","September 16, 2011","rmkrug",2011,16,"September",9,"2011-9-16",2011-09-16
"8462","Soil Series Query for SoilWeb","September 16, 2011","dylan",2011,16,"September",9,"2011-9-16",2011-09-16
"8463","Simulation studies in R – Using all cores and other tips","September 16, 2011","gerhi",2011,16,"September",9,"2011-9-16",2011-09-16
"8464","Beeswarm Plot with ggplot2","September 16, 2011","denishaine",2011,16,"September",9,"2011-9-16",2011-09-16
"8465","Performance with ggplot2","September 16, 2011","klr",2011,16,"September",9,"2011-9-16",2011-09-16
"8466","Statistics and Data Analysis in Python with pandas and statsmodels","September 16, 2011","VCASMO - drewconway",2011,16,"September",9,"2011-9-16",2011-09-16
"8467","Datasets to Practice Your Data Mining","September 16, 2011","Yanchang Zhao",2011,16,"September",9,"2011-9-16",2011-09-16
"8468","Project Euler: problem 2","September 16, 2011","MK",2011,16,"September",9,"2011-9-16",2011-09-16
"8469","How Lloyd’s of London uses R for Insurance","September 15, 2011","David Smith",2011,15,"September",9,"2011-9-15",2011-09-15
"8470","Using Google Spreadsheets with R: an update","September 15, 2011","David Smith",2011,15,"September",9,"2011-9-15",2011-09-15
"8471","Correlations among US Stocks: Is it really time to fire your adviser?","September 15, 2011","Zach Mayer",2011,15,"September",9,"2011-9-15",2011-09-15
"8472","Reporting Good Enough to Share","September 15, 2011","klr",2011,15,"September",9,"2011-9-15",2011-09-15
"8473","littler 0.1.4","September 15, 2011","Thinking inside the box",2011,15,"September",9,"2011-9-15",2011-09-15
"8474","Project Euler: problem 1","September 15, 2011","MK",2011,15,"September",9,"2011-9-15",2011-09-15
"8475","Recent Updates in the aqp (Algorithms for Quantitative Pedology) Package for R","September 14, 2011","dylan",2011,14,"September",9,"2011-9-14",2011-09-14
"8476","R Fork Bomb","September 14, 2011","wrathematics",2011,14,"September",9,"2011-9-14",2011-09-14
"8477","Shortest paths to/from nodes of a certain type","September 14, 2011","Michal",2011,14,"September",9,"2011-9-14",2011-09-14
"8478","Revolution Analytics Fall Webinar Series","September 14, 2011","David Smith",2011,14,"September",9,"2011-9-14",2011-09-14
"8479","Example 9.5: New stuff in SAS 9.3– proc FMM","September 13, 2011","Ken Kleinman",2011,13,"September",9,"2011-9-13",2011-09-13
"8480","How to program MapReduce jobs in Hadoop with R","September 13, 2011","David Smith",2011,13,"September",9,"2011-9-13",2011-09-13
"8481","More sas7bdat progress","September 13, 2011","BioStatMatt",2011,13,"September",9,"2011-9-13",2011-09-13
"8482","Backtesting a Simple Stock Trading Strategy","September 13, 2011","Zach Mayer",2011,13,"September",9,"2011-9-13",2011-09-13
"8483","Speed up recursion in R 600-fold with Rcpp","September 12, 2011","David Smith",2011,12,"September",9,"2011-9-12",2011-09-12
"8484","Why you should care about reproducible research","September 12, 2011","David Smith",2011,12,"September",9,"2011-9-12",2011-09-12
"8485","Testing and significance","September 12, 2011","xi'an",2011,12,"September",9,"2011-9-12",2011-09-12
"8486","Forbush events","September 12, 2011","Steven Mosher",2011,12,"September",9,"2011-9-12",2011-09-12
"8487","RQuantLib 0.3.8","September 12, 2011","Thinking inside the box",2011,12,"September",9,"2011-9-12",2011-09-12
"8488","R to Word, revisited","September 12, 2011","John Johnson",2011,12,"September",9,"2011-9-12",2011-09-12
"8489","Converting values to color levels","September 12, 2011","Marc in the box",2011,12,"September",9,"2011-9-12",2011-09-12
"8490","Solve your R problems","September 12, 2011","Pat",2011,12,"September",9,"2011-9-12",2011-09-12
"8491","Call by reference in R","September 11, 2011","TszKin Julian",2011,11,"September",9,"2011-9-11",2011-09-11
"8492","LondonR, 7 September 2011","September 11, 2011","mages",2011,11,"September",9,"2011-9-11",2011-09-11
"8493","Including googleVis output into a blogger post","September 11, 2011","mages",2011,11,"September",9,"2011-9-11",2011-09-11
"8494","R subplot() with multiple lines","September 11, 2011","Richard O. Legendi",2011,11,"September",9,"2011-9-11",2011-09-11
"8495","Alternately coloured line environment with fancyvrb","September 11, 2011","Samuel Brown",2011,11,"September",9,"2011-9-11",2011-09-11
"8496","A shortcut function for install.packages() and library()","September 10, 2011","TszKin Julian",2011,10,"September",9,"2011-9-10",2011-09-10
"8497","Visualizing Bayesian Updating","September 10, 2011","bayesianbiologist",2011,10,"September",9,"2011-9-10",2011-09-10
"8498","Polynomial Interpolation with R","September 10, 2011","leisuretronic",2011,10,"September",9,"2011-9-10",2011-09-10
"8499","Getting data from the Infochimps Geo API in R","September 10, 2011","davekincaid",2011,10,"September",9,"2011-9-10",2011-09-10
"8500","Unlocking Big Data with R","September 9, 2011","David Smith",2011,9,"September",9,"2011-9-9",2011-09-09
"8501","Revolution Newsletter: September 2011","September 9, 2011","David Smith",2011,9,"September",9,"2011-9-9",2011-09-09
"8502","My take on an R introduction talk","September 9, 2011","Scott Chamberlain",2011,9,"September",9,"2011-9-9",2011-09-09
"8503","Looking to hire data scientists","September 9, 2011","prasoonsharma",2011,9,"September",9,"2011-9-9",2011-09-09
"8504","Le Monde puzzle [#739]","September 9, 2011","xi'an",2011,9,"September",9,"2011-9-9",2011-09-09
"8505","I’m Starting a New Position at the University of Virginia","September 8, 2011","Stephen Turner",2011,8,"September",9,"2011-9-8",2011-09-08
"8506","Faster (recursive) function calls: Another quick Rcpp case study","September 8, 2011","Thinking inside the box",2011,8,"September",9,"2011-9-8",2011-09-08
"8507","The effectiveness of links shared on Facebook, Twitter, and YouTube","September 8, 2011","David Smith",2011,8,"September",9,"2011-9-8",2011-09-08
"8508","In case you missed it: August Roundup","September 8, 2011","David Smith",2011,8,"September",9,"2011-9-8",2011-09-08
"8509","Interacting with bioinformatics webservers using R","September 8, 2011","nsaunders",2011,8,"September",9,"2011-9-8",2011-09-08
"8510","A brief history of S&P 500 beta","September 8, 2011","Pat",2011,8,"September",9,"2011-9-8",2011-09-08
"8511","Multiple plots with subplot in R","September 8, 2011","Richard O. Legendi",2011,8,"September",9,"2011-9-8",2011-09-08
"8512","Shared and reproducible computing with OpenCPU","September 7, 2011","enguyen",2011,7,"September",9,"2011-9-7",2011-09-07
"8513","Analyzing big data in R: two presentations from useR! 2011","September 7, 2011","David Smith",2011,7,"September",9,"2011-9-7",2011-09-07
"8514","Information Transmission in a Social Network: Dissecting the Spread of a Quora Post","September 7, 2011","Edwin Chen",2011,7,"September",9,"2011-9-7",2011-09-07
"8515","Hey! I made you some Wiener processes!","September 7, 2011","Isomorphismes",2011,7,"September",9,"2011-9-7",2011-09-07
"8517","Link to StatDNA Guest Post","September 7, 2011","Millsy",2011,7,"September",9,"2011-9-7",2011-09-07
"8518","R is a cool sound editor!","September 7, 2011","Todos Logos",2011,7,"September",9,"2011-9-7",2011-09-07
"8519","A simple example for writting parallel code","September 7, 2011","Markus (cloudnumbers.com)",2011,7,"September",9,"2011-9-7",2011-09-07
"8520","Google Spreadsheets API: Listing Individual Spreadsheet Sheets in R","September 7, 2011","Tony Hirst",2011,7,"September",9,"2011-9-7",2011-09-07
"8521","2011 Perth City to Surf Stats","September 6, 2011","nzcoops",2011,6,"September",9,"2011-9-6",2011-09-06
"8522","Fortune: Data Science is the hot new job","September 6, 2011","David Smith",2011,6,"September",9,"2011-9-6",2011-09-06
"8523","Bayes-250, Edinburgh [day 2]","September 6, 2011","xi'an",2011,6,"September",9,"2011-9-6",2011-09-06
"8524","Webinar: Leveraging R in Hadoop Environments","September 6, 2011","David Smith",2011,6,"September",9,"2011-9-6",2011-09-06
"8525","Example 9.4: New stuff in SAS 9.3– MI FCS","September 6, 2011","Ken Kleinman",2011,6,"September",9,"2011-9-6",2011-09-06
"8526","Free R Book Collection","September 6, 2011","Richard O. Legendi",2011,6,"September",9,"2011-9-6",2011-09-06
"8527","Salesforce.com and Analytics","September 5, 2011","Arun Gaikwad",2011,5,"September",9,"2011-9-5",2011-09-05
"8528","KDNuggest: R most commonly used software for data mining & analytics","September 5, 2011","David Smith",2011,5,"September",9,"2011-9-5",2011-09-05
"8529","Review of “Risk and Meaning” by Nicolas Bouleau","September 5, 2011","Pat",2011,5,"September",9,"2011-9-5",2011-09-05
"8530","A misleading title…","September 4, 2011","xi'an",2011,4,"September",9,"2011-9-4",2011-09-04
"8531","googleVis 0.2.9","September 4, 2011","mages",2011,4,"September",9,"2011-9-4",2011-09-04
